,train_loss,valid_loss,accuracy_breed,accuracy_species,w,id
4,0.5852407217025757,0.5728346705436707,0.44722598791122437,0.9012178778648376,0.2,15
5,0.5135623812675476,0.5277592539787292,0.4790257215499878,0.9025710225105286,0.2,15
6,0.4707614779472351,0.508769154548645,0.5135318040847778,0.9113667011260986,0.2,15
7,0.42794618010520935,0.48504167795181274,0.5236806273460388,0.9161028265953064,0.2,15
8,0.39863407611846924,0.47972413897514343,0.5351826548576355,0.9167794585227966,0.2,15
9,0.38446536660194397,0.48193585872650146,0.53450608253479,0.9127199053764343,0.2,15
0,1.3617998361587524,1.0914348363876343,0.2713125944137573,0.8051421046257019,0.3,16
1,1.1848492622375488,0.9392569661140442,0.33423545956611633,0.8545331358909607,0.3,16
2,1.0176968574523926,0.8172826170921326,0.408660352230072,0.8802435994148254,0.3,16
3,0.8518131971359253,0.7349507212638855,0.4539918899536133,0.8883626461029053,0.3,16
4,0.7436301708221436,0.6842117309570312,0.5087956786155701,0.8964817523956299,0.3,16
5,0.6606955528259277,0.6661557555198669,0.515561580657959,0.9039242267608643,0.3,16
6,0.5915108323097229,0.6389170289039612,0.5358592867851257,0.9161028265953064,0.3,16
7,0.5332304835319519,0.6155886650085449,0.5548037886619568,0.9201623797416687,0.3,16
8,0.4835556447505951,0.6178882718086243,0.5520974397659302,0.9215155839920044,0.3,16
9,0.47901636362075806,0.6137857437133789,0.5493910908699036,0.9215155839920044,0.3,16
0,1.3415427207946777,1.070682168006897,0.2591339647769928,0.7976995706558228,0.3,17
1,1.1710569858551025,0.9384433627128601,0.34370771050453186,0.8592692613601685,0.3,17
2,1.019498348236084,0.8268864750862122,0.4073071777820587,0.8788903951644897,0.3,17
3,0.872074544429779,0.7404337525367737,0.45737484097480774,0.8937753438949585,0.3,17
4,0.7493909001350403,0.6961742639541626,0.4830852448940277,0.8991881012916565,0.3,17
5,0.6546692252159119,0.6542073488235474,0.49661704897880554,0.9073071479797363,0.3,17
6,0.5999690890312195,0.6393545866012573,0.5074424743652344,0.8978348970413208,0.3,17
7,0.5249471068382263,0.6186996698379517,0.5277401804924011,0.9161028265953064,0.3,17
8,0.49209704995155334,0.6163015365600586,0.5338295102119446,0.918809175491333,0.3,17
9,0.48878100514411926,0.6162752509117126,0.5324763059616089,0.9181326031684875,0.3,17
0,1.3716604709625244,1.0648882389068604,0.27266576886177063,0.8051421046257019,0.3,18
1,1.1926969289779663,0.9170885682106018,0.3484438359737396,0.8531799912452698,0.3,18
2,1.0154792070388794,0.8077101707458496,0.4127199053764343,0.8890392184257507,0.3,18
3,0.8687454462051392,0.7420923709869385,0.4512855112552643,0.899864673614502,0.3,18
4,0.7371728420257568,0.6886261105537415,0.4898511469364166,0.9106901288032532,0.3,18
5,0.6585549712181091,0.6545984745025635,0.5087956786155701,0.9181326031684875,0.3,18
6,0.5846447348594666,0.6260549426078796,0.531123161315918,0.9215155839920044,0.3,18
7,0.5264489054679871,0.6148861050605774,0.5439783334732056,0.9221921563148499,0.3,18
8,0.49146783351898193,0.6089063882827759,0.5473613142967224,0.9221921563148499,0.3,18
9,0.4696694612503052,0.6111001968383789,0.5453315377235413,0.9208389520645142,0.3,18
0,1.3660287857055664,1.100150227546692,0.24763193726539612,0.7922868728637695,0.3,19
1,1.190239667892456,0.948467493057251,0.33829498291015625,0.8470906615257263,0.3,19
2,1.0124465227127075,0.838679850101471,0.3978349268436432,0.8721244931221008,0.3,19
3,0.8679775595664978,0.7298151850700378,0.4303112328052521,0.8991881012916565,0.3,19
4,0.7589794397354126,0.6941440105438232,0.47834911942481995,0.9093369245529175,0.3,19
5,0.6520834565162659,0.6570518612861633,0.5,0.9133964776992798,0.3,19
6,0.5817999243736267,0.6307268738746643,0.5236806273460388,0.9133964776992798,0.3,19
7,0.5232546925544739,0.6202219724655151,0.5284167528152466,0.9106901288032532,0.3,19
8,0.4940752387046814,0.6086564660072327,0.5297699570655823,0.9120432734489441,0.3,19
9,0.48140788078308105,0.6069719791412354,0.5331529378890991,0.9100135564804077,0.3,19
0,1.3674039840698242,1.0595197677612305,0.2916102707386017,0.8159675002098083,0.3,20
1,1.186649203300476,0.9108262062072754,0.3667117655277252,0.8572394847869873,0.3,20
2,1.0158252716064453,0.8215975165367126,0.4005412757396698,0.8788903951644897,0.3,20
3,0.868677020072937,0.742662250995636,0.4512855112552643,0.8822733163833618,0.3,20
4,0.7539107799530029,0.6749342679977417,0.4763193428516388,0.9133964776992798,0.3,20
5,0.6517773866653442,0.6531498432159424,0.4959404468536377,0.9120432734489441,0.3,20
6,0.5773341059684753,0.6326505541801453,0.5148850083351135,0.9174560308456421,0.3,20
7,0.5226534008979797,0.6127762198448181,0.5385656356811523,0.924221932888031,0.3,20
8,0.4961225688457489,0.6049166917800903,0.5385656356811523,0.924221932888031,0.3,20
9,0.4770393669605255,0.6087923049926758,0.5405954122543335,0.924221932888031,0.3,20
0,1.6074237823486328,1.3060181140899658,0.27672529220581055,0.8098782300949097,0.4,21
1,1.4226722717285156,1.1473010778427124,0.33964818716049194,0.8511502146720886,0.4,21
2,1.1942225694656372,0.9892942309379578,0.4032476246356964,0.8809201717376709,0.4,21
3,1.015839695930481,0.9174014925956726,0.4648173153400421,0.8971583247184753,0.4,21
4,0.9209657907485962,0.8266025185585022,0.484438419342041,0.9181326031684875,0.4,21
5,0.7734034061431885,0.7844964861869812,0.5169147253036499,0.9046007990837097,0.4,21
6,0.6862975358963013,0.7641308903694153,0.5230040550231934,0.9140730500221252,0.4,21
7,0.616138219833374,0.7500866651535034,0.5385656356811523,0.9133964776992798,0.4,21
8,0.5943642854690552,0.7450640797615051,0.5399187803268433,0.9133964776992798,0.4,21
9,0.569814145565033,0.7463477849960327,0.5399187803268433,0.9133964776992798,0.4,21
0,1.6457080841064453,1.2961283922195435,0.30446550250053406,0.8092015981674194,0.4,22
1,1.421104073524475,1.1151989698410034,0.3599458634853363,0.8511502146720886,0.4,22
2,1.2092676162719727,0.9962255954742432,0.4079837501049042,0.8755074143409729,0.4,22
3,1.056086540222168,0.8928136825561523,0.47428956627845764,0.9025710225105286,0.4,22
4,0.8932609558105469,0.8538137078285217,0.47699594497680664,0.9059540033340454,0.4,22
5,0.7996839284896851,0.8036165237426758,0.5074424743652344,0.9100135564804077,0.4,22
6,0.6996113657951355,0.769485354423523,0.5270636081695557,0.9106901288032532,0.4,22
7,0.6360865831375122,0.7556481957435608,0.541271984577179,0.9167794585227966,0.4,22
8,0.6136738657951355,0.7510829567909241,0.5514208674430847,0.9127199053764343,0.4,22
9,0.5935004353523254,0.7436831593513489,0.5541272163391113,0.9174560308456421,0.4,22
0,1.6186012029647827,1.2857505083084106,0.2943166494369507,0.8004059791564941,0.4,23
1,1.412088394165039,1.1321388483047485,0.34912043809890747,0.8572394847869873,0.4,23
2,1.2027448415756226,0.9976580142974854,0.4120433032512665,0.8809201717376709,0.4,23
3,1.0515236854553223,0.9066783785820007,0.4512855112552643,0.889715850353241,0.4,23
4,0.8887214660644531,0.8300027251243591,0.4945872724056244,0.9052774310112,0.4,23
5,0.7872103452682495,0.7851582169532776,0.5115020275115967,0.9127199053764343,0.4,23
6,0.7021751403808594,0.7601649761199951,0.5297699570655823,0.9140730500221252,0.4,23
7,0.6386141180992126,0.7489834427833557,0.5419485569000244,0.9221921563148499,0.4,23
8,0.5954239964485168,0.7429236173629761,0.5514208674430847,0.9133964776992798,0.4,23
9,0.5767194628715515,0.7397411465644836,0.5507442355155945,0.9127199053764343,0.4,23
0,1.6133582592010498,1.2812167406082153,0.2895805239677429,0.8044654726982117,0.4,24
1,1.4057286977767944,1.1136419773101807,0.35656291246414185,0.8511502146720886,0.4,24
2,1.1948447227478027,0.9844531416893005,0.4046007990837097,0.8782138228416443,0.4,24
3,1.0417674779891968,0.890356719493866,0.4594045877456665,0.8971583247184753,0.4,24
4,0.8907098770141602,0.8240639567375183,0.5108254551887512,0.9174560308456421,0.4,24
5,0.7942088842391968,0.7961162328720093,0.5169147253036499,0.9140730500221252,0.4,24
6,0.6781062483787537,0.7691652774810791,0.5290933847427368,0.918809175491333,0.4,24
7,0.6217935085296631,0.7500696778297424,0.5439783334732056,0.9167794585227966,0.4,24
8,0.5836642384529114,0.737505316734314,0.5433017611503601,0.9215155839920044,0.4,24
9,0.5594241619110107,0.7367770671844482,0.550067663192749,0.9201623797416687,0.4,24
0,1.6280897855758667,1.2713251113891602,0.29364004731178284,0.808525025844574,0.4,25
1,1.4193894863128662,1.1146622896194458,0.35926929116249084,0.8416779637336731,0.4,25
2,1.209593653678894,0.9885801672935486,0.41136670112609863,0.8876860737800598,0.4,25
3,1.0392532348632812,0.9012446999549866,0.47293639183044434,0.8958051204681396,0.4,25
4,0.9032121896743774,0.832708477973938,0.4918809235095978,0.9066305756568909,0.4,25
5,0.7836485505104065,0.7742905616760254,0.5263870358467102,0.9154262542724609,0.4,25
6,0.6983522772789001,0.7633281946182251,0.5372124314308167,0.9167794585227966,0.4,25
7,0.6384972929954529,0.741665244102478,0.5473613142967224,0.9167794585227966,0.4,25
8,0.5937087535858154,0.735375165939331,0.5493910908699036,0.9147496819496155,0.4,25
9,0.5801513195037842,0.7335931062698364,0.5520974397659302,0.9194858074188232,0.4,25
0,1.9065498113632202,1.5121853351593018,0.2814614474773407,0.8166441321372986,0.5,26
1,1.6677055358886719,1.3311407566070557,0.3443843126296997,0.8470906615257263,0.5,26
2,1.4260766506195068,1.1647509336471558,0.41813260316848755,0.8768606185913086,0.5,26
3,1.2141143083572388,1.0404919385910034,0.4566982388496399,0.8903924226760864,0.5,26
4,1.0508496761322021,0.9789837598800659,0.4986468255519867,0.8978348970413208,0.5,26
5,0.9176599383354187,0.9140834212303162,0.5250338315963745,0.9079837799072266,0.5,26
6,0.8040035963058472,0.8766964077949524,0.5324763059616089,0.9113667011260986,0.5,26
7,0.7405191659927368,0.8593246340751648,0.541271984577179,0.9181326031684875,0.5,26
8,0.673837423324585,0.8535171151161194,0.541271984577179,0.9201623797416687,0.5,26
9,0.6719260215759277,0.8507890105247498,0.5460081100463867,0.9215155839920044,0.5,26
0,1.920751929283142,1.5223428010940552,0.2943166494369507,0.8132611513137817,0.5,27
1,1.6693068742752075,1.333238124847412,0.35385656356811523,0.8464140892028809,0.5,27
2,1.400952935218811,1.155387282371521,0.4147496521472931,0.8822733163833618,0.5,27
3,1.2135708332061768,1.0392282009124756,0.47090664505958557,0.8883626461029053,0.5,27
4,1.0599889755249023,0.9929961562156677,0.48714479804039,0.8917456269264221,0.5,27
5,0.9206397533416748,0.945388674736023,0.5081191062927246,0.898511528968811,0.5,27
6,0.81753009557724,0.9059370756149292,0.5331529378890991,0.9140730500221252,0.5,27
7,0.750497579574585,0.8847396373748779,0.5453315377235413,0.9208389520645142,0.5,27
8,0.6816749572753906,0.8765578269958496,0.5460081100463867,0.9174560308456421,0.5,27
9,0.6690699458122253,0.8797209858894348,0.5446549654006958,0.9181326031684875,0.5,27
0,1.8974567651748657,1.5175669193267822,0.3024357259273529,0.8105548024177551,0.5,28
1,1.639247179031372,1.2989048957824707,0.37753722071647644,0.8538565635681152,0.5,28
2,1.4151108264923096,1.1525286436080933,0.42760488390922546,0.8782138228416443,0.5,28
3,1.1957849264144897,1.0496023893356323,0.4682002663612366,0.8937753438949585,0.5,28
4,1.0590298175811768,1.0050588846206665,0.48105546832084656,0.9018944501876831,0.5,28
5,0.9181497693061829,0.9353947639465332,0.5277401804924011,0.9174560308456421,0.5,28
6,0.813309371471405,0.8933572173118591,0.5419485569000244,0.9201623797416687,0.5,28
7,0.7349961400032043,0.8778784275054932,0.5487144589424133,0.9167794585227966,0.5,28
8,0.6938186883926392,0.8699396252632141,0.5453315377235413,0.9133964776992798,0.5,28
9,0.6478256583213806,0.8712249994277954,0.5487144589424133,0.9147496819496155,0.5,28
0,1.901808738708496,1.5018497705459595,0.29364004731178284,0.8010825514793396,0.5,29
1,1.6688143014907837,1.2886486053466797,0.37212449312210083,0.8491204380989075,0.5,29
2,1.4217820167541504,1.127819299697876,0.4424898624420166,0.8836265206336975,0.5,29
3,1.2108348608016968,1.0479985475540161,0.4594045877456665,0.898511528968811,0.5,29
4,1.0548005104064941,0.972206711769104,0.49797022342681885,0.9100135564804077,0.5,29
5,0.9342489838600159,0.9117743968963623,0.5284167528152466,0.9167794585227966,0.5,29
6,0.8132809996604919,0.8785510063171387,0.5534505844116211,0.9248985052108765,0.5,29
7,0.7313433289527893,0.8615056872367859,0.5588633418083191,0.924221932888031,0.5,29
8,0.6784628033638,0.8531697392463684,0.5642760396003723,0.9276048541069031,0.5,29
9,0.6624749302864075,0.8524326682090759,0.56021648645401,0.9262517094612122,0.5,29
0,1.8796286582946777,1.5259701013565063,0.28349119424819946,0.7956698536872864,0.5,30
1,1.6561542749404907,1.3283756971359253,0.35250338912010193,0.8437077403068542,0.5,30
2,1.413864016532898,1.1513513326644897,0.4201623797416687,0.8815967440605164,0.5,30
3,1.2110421657562256,1.053085207939148,0.47158321738243103,0.8917456269264221,0.5,30
4,1.0507361888885498,0.9719862937927246,0.48917457461357117,0.9052774310112,0.5,30
5,0.9175887703895569,0.9150660634040833,0.531123161315918,0.9154262542724609,0.5,30
6,0.8212035298347473,0.8892226815223694,0.5405954122543335,0.9221921563148499,0.5,30
7,0.7251248955726624,0.8705159425735474,0.5527740120887756,0.924221932888031,0.5,30
8,0.6763688325881958,0.8615255951881409,0.5561569929122925,0.9215155839920044,0.5,30
9,0.6292345523834229,0.8613376021385193,0.5595399141311646,0.9255750775337219,0.5,30
0,2.175945997238159,1.7256635427474976,0.2943166494369507,0.808525025844574,0.6,31
1,1.8741480112075806,1.5092618465423584,0.3755074441432953,0.8477672338485718,0.6,31
2,1.5819467306137085,1.3232958316802979,0.42760488390922546,0.8782138228416443,0.6,31
3,1.4027875661849976,1.2399382591247559,0.4479025602340698,0.8991881012916565,0.6,31
4,1.1820363998413086,1.1090130805969238,0.4986468255519867,0.9059540033340454,0.6,31
5,1.0386734008789062,1.0791953802108765,0.5182679295539856,0.9079837799072266,0.6,31
6,0.9352433085441589,1.032340168952942,0.5392422080039978,0.9106901288032532,0.6,31
7,0.8432897925376892,1.0068464279174805,0.5405954122543335,0.9140730500221252,0.6,31
8,0.7903105616569519,1.004137635231018,0.5588633418083191,0.918809175491333,0.6,31
9,0.7516489028930664,0.9991264343261719,0.5520974397659302,0.9201623797416687,0.6,31
0,2.1892731189727783,1.7266836166381836,0.30311232805252075,0.798376202583313,0.6,32
1,1.8994088172912598,1.5008900165557861,0.38159674406051636,0.8464140892028809,0.6,32
2,1.6203562021255493,1.315544843673706,0.42760488390922546,0.8707712888717651,0.6,32
3,1.3858753442764282,1.197554111480713,0.47970229387283325,0.8951285481452942,0.6,32
4,1.2074700593948364,1.1246534585952759,0.5047361254692078,0.9079837799072266,0.6,32
5,1.0480091571807861,1.0591926574707031,0.5277401804924011,0.9167794585227966,0.6,32
6,0.9375155568122864,1.0217630863189697,0.5297699570655823,0.9079837799072266,0.6,32
